image_id,gt_verb,gt_object,gt_verb_synset,gt_object_synset,pred_verb_synset,pred_object_synset,category,similarity_level,bin
22663,wash,elephant,wash.v.03,elephant.n.01,wash.v.03,finback.n.01,1,0,"(1, 0)"
3687,tag,person,tag.v.02,person.n.01,tag.v.02,pug.n.01,1,0,"(1, 0)"
35718,inspect,surfboard,inspect.v.01,surfboard.n.01,inspect.v.01,call-board.n.01,1,0,"(1, 0)"
33591,slide,pizza,slide.v.03,pizza.n.01,slide.v.03,soup_du_jour.n.01,1,0,"(1, 0)"
25541,smell,pizza,smell.v.01,pizza.n.01,smell.v.01,julienne.n.02,1,0,"(1, 0)"
28912,inspect,motorcycle,inspect.v.01,motorcycle.n.01,inspect.v.01,streetcar.n.01,1,0,"(1, 0)"
32631,hold,cell_phone,hold.v.02,cellular_telephone.n.01,hold.v.02,monitor.n.06,1,0,"(1, 0)"
2017,open,microwave,open.v.01,microwave.n.01,open.v.01,incandescence.n.01,1,0,"(1, 0)"
13587,stand_on,surfboard,stand.v.01,surfboard.n.01,stand.v.01,gusset.n.02,1,0,"(1, 0)"
6860,hold,bottle,hold.v.02,bottle.n.01,hold.v.02,hot_tub.n.01,1,0,"(1, 0)"
25138,lose,umbrella,lose.v.01,umbrella.n.01,lose.v.01,henroost.n.01,1,0,"(1, 0)"
30669,jump,motorcycle,jump.v.01,motorcycle.n.01,jump.v.01,diesel_locomotive.n.01,1,0,"(1, 0)"
36852,wash,motorcycle,wash.v.03,motorcycle.n.01,wash.v.03,minivan.n.01,1,0,"(1, 0)"
33648,hold,suitcase,hold.v.02,bag.n.06,hold.v.02,storage_ring.n.01,1,0,"(1, 0)"
34191,wear,backpack,wear.v.09,backpack.n.01,wear.v.09,waterskin.n.01,1,1,"(1, 1)"
16428,hold,sports_ball,hold.v.02,ball.n.01,hold.v.02,game.n.09,1,1,"(1, 1)"
28251,sip,wine_glass,sip.v.01,wineglass.n.01,sip.v.01,pot.n.04,1,1,"(1, 1)"
17508,hold,person,hold.v.02,person.n.01,hold.v.02,candlemaker.n.01,1,1,"(1, 1)"
37174,carry,book,transport.v.02,book.n.01,transport.v.02,divan.n.03,1,1,"(1, 1)"
36933,kiss,sheep,snog.v.01,sheep.n.01,snog.v.01,bongo.n.02,1,1,"(1, 1)"
35773,lie_on,surfboard,lie.v.02,surfboard.n.01,lie.v.02,breadboard.n.01,1,1,"(1, 1)"
6391,cut,banana,cut.v.01,banana.n.02,cut.v.01,pineapple.n.02,1,1,"(1, 1)"
27322,catch,frisbee,catch.v.04,frisbee.n.01,catch.v.04,platen.n.02,1,1,"(1, 1)"
27113,push,bicycle,push.v.01,bicycle.n.01,push.v.01,trail_bike.n.01,1,1,"(1, 1)"
29887,exit,boat,exit.v.01,boat.n.01,exit.v.01,aircraft_carrier.n.01,1,1,"(1, 1)"
6157,make,pizza,make.v.15,pizza.n.01,make.v.15,cheese_souffle.n.01,1,1,"(1, 1)"
26003,hop_on,horse,hop_on.v.01,horse.n.01,hop_on.v.01,elephant.n.01,1,1,"(1, 1)"
17268,load,suitcase,load.v.01,bag.n.06,load.v.01,dice_cup.n.01,1,1,"(1, 1)"
32127,load,horse,load.v.01,horse.n.01,load.v.01,elephant.n.01,1,1,"(1, 1)"
20747,spin,frisbee,whirl.v.02,frisbee.n.01,whirl.v.02,copperplate.n.03,1,1,"(1, 1)"
28548,ride,skateboard,ride.v.01,skateboard.n.01,ride.v.01,buckboard.n.01,1,1,"(1, 1)"
24180,sit_on,boat,sit.v.01,boat.n.01,sit.v.01,submersible.n.02,1,1,"(1, 1)"
5909,drag,surfboard,drag.v.01,surfboard.n.01,drag.v.01,kneeler.n.02,1,1,"(1, 1)"
30137,ride,horse,ride.v.01,horse.n.01,ride.v.01,elephant.n.01,1,1,"(1, 1)"
8542,straddle,bicycle,straddle.v.01,bicycle.n.01,straddle.v.01,jeep.n.01,1,1,"(1, 1)"
25027,stick,knife,stick.v.13,knife.n.01,stick.v.13,match_plane.n.01,1,1,"(1, 1)"
17842,turn,motorcycle,turn.v.04,motorcycle.n.01,turn.v.04,technical.n.01,1,1,"(1, 1)"
32849,hop_on,bicycle,hop_on.v.01,bicycle.n.01,hop_on.v.01,applecart.n.02,1,1,"(1, 1)"
6181,inspect,boat,inspect.v.01,boat.n.01,inspect.v.01,oil_tanker.n.01,1,1,"(1, 1)"
5815,ride,airplane,ride.v.01,airplane.n.01,ride.v.01,airship.n.01,1,1,"(1, 1)"
23673,read,cell_phone,read.v.01,cellular_telephone.n.01,read.v.01,data_input_device.n.01,1,1,"(1, 1)"
1176,wash,motorcycle,wash.v.03,motorcycle.n.01,wash.v.03,jeep.n.01,1,1,"(1, 1)"
34080,hold,skateboard,hold.v.02,skateboard.n.01,hold.v.02,springboard.n.01,1,1,"(1, 1)"
2505,exit,bus,exit.v.01,bus.n.01,exit.v.01,passenger_train.n.01,1,1,"(1, 1)"
15015,hold,backpack,hold.v.02,backpack.n.01,hold.v.02,sandbag.n.01,1,1,"(1, 1)"
12574,jump,boat,jump.v.01,boat.n.01,jump.v.01,oil_tanker.n.01,1,1,"(1, 1)"
9397,inspect,kite,inspect.v.01,kite.n.03,inspect.v.01,toy_soldier.n.01,1,1,"(1, 1)"
26099,lick,knife,lick.v.02,knife.n.01,lick.v.02,cleaver.n.01,1,2,"(1, 2)"
32128,straddle,dog,straddle.v.01,dog.n.01,straddle.v.01,curly-coated_retriever.n.01,1,2,"(1, 2)"
9468,walk,motorcycle,walk.v.09,motorcycle.n.01,walk.v.09,motor_vehicle.n.01,1,2,"(1, 2)"
37542,fly,kite,fly.v.03,kite.n.03,fly.v.03,box_kite.n.01,1,2,"(1, 2)"
5821,hug,horse,embrace.v.02,horse.n.01,embrace.v.02,chestnut.n.06,1,2,"(1, 2)"
10898,teach,person,teach.v.01,person.n.01,teach.v.01,cardholder.n.02,1,2,"(1, 2)"
8075,carry,sheep,transport.v.02,sheep.n.01,transport.v.02,steenbok.n.01,1,2,"(1, 2)"
4793,wash,boat,wash.v.03,boat.n.01,wash.v.03,clipper.n.02,1,2,"(1, 2)"
30962,stand_under,umbrella,stand.v.01,umbrella.n.01,stand.v.01,tester.n.02,1,2,"(1, 2)"
16140,wash,boat,wash.v.03,boat.n.01,wash.v.03,trimaran.n.01,1,2,"(1, 2)"
8865,race,horse,race.v.04,horse.n.01,race.v.04,burro.n.01,1,2,"(1, 2)"
23026,groom,horse,groom.v.03,horse.n.01,groom.v.03,grevy's_zebra.n.01,1,2,"(1, 2)"
9566,exit,bus,exit.v.01,bus.n.01,exit.v.01,personnel_carrier.n.01,1,2,"(1, 2)"
25029,assemble,kite,assemble.v.01,kite.n.03,assemble.v.01,box_kite.n.01,1,2,"(1, 2)"
13429,smell,banana,smell.v.01,banana.n.02,smell.v.01,canistel.n.02,1,2,"(1, 2)"
23317,pick_up,skateboard,pick_up.v.02,skateboard.n.01,pick_up.v.02,aquaplane.n.01,1,2,"(1, 2)"
8707,chase,dog,chase.v.01,dog.n.01,chase.v.01,pug.n.01,1,2,"(1, 2)"
31744,clean,dining_table,clean.v.01,dining_table.n.01,clean.v.01,coffee_table.n.01,1,2,"(1, 2)"
20271,train,dog,coach.v.01,dog.n.01,coach.v.01,setter.n.02,1,2,"(1, 2)"
17852,jump,skateboard,jump.v.01,skateboard.n.01,jump.v.01,wheeled_vehicle.n.01,1,2,"(1, 2)"
35490,jump,bicycle,jump.v.01,bicycle.n.01,jump.v.01,scooter.n.02,1,2,"(1, 2)"
37288,eat,cake,eat.v.01,cake.n.03,eat.v.01,wafer.n.02,1,2,"(1, 2)"
31284,grind,snowboard,slide.v.03,snowboard.n.01,slide.v.03,diving_board.n.01,1,2,"(1, 2)"
6137,walk,bicycle,walk.v.09,bicycle.n.01,walk.v.09,jinrikisha.n.01,1,2,"(1, 2)"
27559,smell,cup,smell.v.01,cup.n.01,smell.v.01,finger_bowl.n.01,1,2,"(1, 2)"
2984,set,umbrella,set.v.08,umbrella.n.01,set.v.08,dome.n.04,1,2,"(1, 2)"
37894,spin,sports_ball,whirl.v.02,ball.n.01,whirl.v.02,punching_bag.n.02,1,2,"(1, 2)"
27126,wash,bus,wash.v.03,bus.n.01,wash.v.03,welcome_wagon.n.01,1,2,"(1, 2)"
7434,park,bicycle,park.v.02,bicycle.n.01,park.v.02,jinrikisha.n.01,1,2,"(1, 2)"
35439,load,train,load.v.01,train.n.01,load.v.01,horsebox.n.01,1,2,"(1, 2)"
36712,straddle,horse,straddle.v.01,horse.n.01,straddle.v.01,bay.n.07,1,2,"(1, 2)"
28318,repair,umbrella,repair.v.01,umbrella.n.01,repair.v.01,lampshade.n.01,1,2,"(1, 2)"
21025,carry,snowboard,transport.v.02,snowboard.n.01,transport.v.02,board.n.03,1,2,"(1, 2)"
4920,sit_on,skateboard,sit.v.01,skateboard.n.01,sit.v.01,snowboard.n.01,1,3,"(1, 3)"
16750,pick_up,sports_ball,pick_up.v.02,ball.n.01,pick_up.v.02,soccer_ball.n.01,1,3,"(1, 3)"
34380,throw,frisbee,throw.v.01,frisbee.n.01,throw.v.01,disk.n.02,1,3,"(1, 3)"
31609,launch,boat,launch.v.02,boat.n.01,launch.v.02,shrimper.n.01,1,3,"(1, 3)"
36020,wash,airplane,wash.v.03,airplane.n.01,wash.v.03,fighter.n.02,1,3,"(1, 3)"
16045,wield,knife,wield.v.02,knife.n.01,wield.v.02,table_knife.n.01,1,3,"(1, 3)"
23146,throw,sports_ball,throw.v.01,ball.n.01,throw.v.01,taw.n.02,1,3,"(1, 3)"
1624,carry,skateboard,transport.v.02,skateboard.n.01,transport.v.02,snowboard.n.01,1,3,"(1, 3)"
32249,carry,skateboard,transport.v.02,skateboard.n.01,transport.v.02,snowboard.n.01,1,3,"(1, 3)"
15806,park,motorcycle,park.v.02,motorcycle.n.01,park.v.02,moped.n.01,1,3,"(1, 3)"
4207,wash,motorcycle,wash.v.03,motorcycle.n.01,wash.v.03,trail_bike.n.01,1,3,"(1, 3)"
28135,carry,pizza,transport.v.02,pizza.n.01,transport.v.02,anchovy_pizza.n.01,1,3,"(1, 3)"
21049,grind,skateboard,slide.v.03,skateboard.n.01,slide.v.03,snowboard.n.01,1,3,"(1, 3)"
16057,hop_on,motorcycle,hop_on.v.01,motorcycle.n.01,hop_on.v.01,trail_bike.n.01,1,3,"(1, 3)"
26424,repair,boat,repair.v.01,boat.n.01,repair.v.01,lugger.n.01,1,3,"(1, 3)"
12833,wash,car,wash.v.03,car.n.01,wash.v.03,convertible.n.01,1,3,"(1, 3)"
8358,hold,frisbee,hold.v.02,frisbee.n.01,hold.v.02,discus.n.02,1,3,"(1, 3)"
1910,park,bicycle,park.v.02,bicycle.n.01,park.v.02,mountain_bike.n.01,1,3,"(1, 3)"
20802,repair,bicycle,repair.v.01,bicycle.n.01,repair.v.01,moped.n.01,1,3,"(1, 3)"
29177,inspect,truck,inspect.v.01,truck.n.01,inspect.v.01,sound_truck.n.01,1,3,"(1, 3)"
16582,carry,cake,transport.v.02,cake.n.03,transport.v.02,chocolate_cake.n.01,1,3,"(1, 3)"
26819,hold,dog,hold.v.02,dog.n.01,hold.v.02,wire-haired_fox_terrier.n.01,1,3,"(1, 3)"
9779,board,car,board.v.01,car.n.01,board.v.01,cab.n.03,1,3,"(1, 3)"
23620,jump,bicycle,jump.v.01,bicycle.n.01,jump.v.01,bicycle-built-for-two.n.01,1,3,"(1, 3)"
24631,inspect,airplane,inspect.v.01,airplane.n.01,inspect.v.01,monoplane.n.01,1,3,"(1, 3)"
30028,straddle,motorcycle,straddle.v.01,motorcycle.n.01,straddle.v.01,trail_bike.n.01,1,3,"(1, 3)"
34276,repair,skis,repair.v.01,ski.n.01,repair.v.01,water_ski.n.01,1,3,"(1, 3)"
14245,launch,boat,launch.v.02,boat.n.01,launch.v.02,scull.n.03,1,3,"(1, 3)"
25485,carry,skateboard,transport.v.02,skateboard.n.01,transport.v.02,snowboard.n.01,1,3,"(1, 3)"
31143,pet,horse,pet.v.01,horse.n.01,pet.v.01,shire.n.02,1,3,"(1, 3)"
7015,herd,cow,herd.v.03,cow.n.01,herd.v.03,beef.n.01,1,3,"(1, 3)"
4595,grind,skateboard,slide.v.03,skateboard.n.01,slide.v.03,snowboard.n.01,1,3,"(1, 3)"
10491,jump,skateboard,jump.v.01,skateboard.n.01,jump.v.01,snowboard.n.01,1,3,"(1, 3)"
5449,hug,sheep,embrace.v.02,sheep.n.01,embrace.v.02,wild_sheep.n.01,1,4,"(1, 4)"
36675,run,dog,run.v.26,dog.n.01,run.v.26,hearing_dog.n.01,1,4,"(1, 4)"
17563,race,horse,race.v.04,horse.n.01,race.v.04,remount.n.01,1,4,"(1, 4)"
1092,pour,cup,decant.v.01,cup.n.01,decant.v.01,grace_cup.n.01,1,4,"(1, 4)"
29737,clean,dining_table,clean.v.01,dining_table.n.01,clean.v.01,dinner_table.n.01,1,4,"(1, 4)"
670,pull,tie,pull.v.01,necktie.n.01,pull.v.01,four-in-hand.n.01,1,4,"(1, 4)"
27700,wash,cup,wash.v.03,cup.n.01,wash.v.03,grace_cup.n.01,1,4,"(1, 4)"
34826,exit,airplane,exit.v.01,airplane.n.01,exit.v.01,heavier-than-air_craft.n.01,1,4,"(1, 4)"
21921,sign,sports_ball,sign.v.01,ball.n.01,sign.v.01,lacrosse_ball.n.01,1,4,"(1, 4)"
32553,park,bicycle,park.v.02,bicycle.n.01,park.v.02,push-bike.n.01,1,4,"(1, 4)"
12219,lasso,cow,lasso.v.01,cow.n.01,lasso.v.01,springer.n.02,1,4,"(1, 4)"
34436,sit_at,dining_table,sit.v.01,dining_table.n.01,sit.v.01,dinner_table.n.01,1,4,"(1, 4)"
16664,pick_up,cake,pick_up.v.02,cake.n.03,pick_up.v.02,gateau.n.01,1,4,"(1, 4)"
31566,wash,bicycle,wash.v.03,bicycle.n.01,wash.v.03,safety_bicycle.n.01,1,4,"(1, 4)"
6259,walk,elephant,walk.v.09,elephant.n.01,walk.v.09,rogue_elephant.n.01,1,4,"(1, 4)"
1806,feed,horse,feed.v.01,horse.n.01,feed.v.01,racehorse.n.01,1,4,"(1, 4)"
10840,run,horse,run.v.26,horse.n.01,run.v.26,harness_horse.n.01,1,4,"(1, 4)"
25536,hose,car,hose.v.01,car.n.01,hose.v.01,horseless_carriage.n.01,1,4,"(1, 4)"
37020,ride,train,ride.v.01,train.n.01,ride.v.01,boat_train.n.01,1,4,"(1, 4)"
8575,straddle,bicycle,straddle.v.01,bicycle.n.01,straddle.v.01,push-bike.n.01,1,4,"(1, 4)"
18022,board,bus,board.v.01,bus.n.01,board.v.01,deadhead.n.02,1,4,"(1, 4)"
33261,carry,person,transport.v.02,person.n.01,transport.v.02,ismaili.n.01,1,4,"(1, 4)"
26288,walk,horse,walk.v.09,horse.n.01,walk.v.09,three-year-old_horse.n.01,1,4,"(1, 4)"
17224,sip,cup,sip.v.01,cup.n.01,sip.v.01,grace_cup.n.01,1,4,"(1, 4)"
17244,clean,bed,clean.v.01,bed.n.01,clean.v.01,sickbed.n.01,1,4,"(1, 4)"
26478,hose,elephant,hose.v.01,elephant.n.01,hose.v.01,rogue_elephant.n.01,1,4,"(1, 4)"
37022,wash,train,wash.v.03,train.n.01,wash.v.03,mail_train.n.01,1,4,"(1, 4)"
8676,lick,person,lick.v.02,person.n.01,lick.v.02,actor.n.01,1,4,"(1, 4)"
37266,hold,cake,hold.v.02,cake.n.03,hold.v.02,gateau.n.01,1,4,"(1, 4)"
1838,pick_up,sports_ball,pick_up.v.02,ball.n.01,pick_up.v.02,object_ball.n.01,1,4,"(1, 4)"
34403,cut,cake,cut.v.01,cake.n.03,cut.v.01,gateau.n.01,1,4,"(1, 4)"
2664,repair,bicycle,repair.v.01,bicycle.n.01,repair.v.01,push-bike.n.01,1,4,"(1, 4)"
2180,jump,bicycle,jump.v.01,bicycle.n.01,jump.v.01,push-bike.n.01,1,4,"(1, 4)"
33428,wash,wine_glass,wash.v.03,wineglass.n.01,defrost.v.01,wineglass.n.01,2,0,"(2, 0)"
13984,sail,boat,sail.v.01,boat.n.01,toboggan.v.01,boat.n.01,2,0,"(2, 0)"
26466,drive,boat,drive.v.01,boat.n.01,thermostat.v.01,boat.n.01,2,0,"(2, 0)"
14464,sit_on,airplane,sit.v.01,airplane.n.01,stoop.v.05,airplane.n.01,2,0,"(2, 0)"
11478,read,book,read.v.01,book.n.01,modify.v.01,book.n.01,2,0,"(2, 0)"
1371,repair,truck,repair.v.01,truck.n.01,daub.v.02,truck.n.01,2,0,"(2, 0)"
5061,hold,skateboard,hold.v.02,skateboard.n.01,veil.v.01,skateboard.n.01,2,0,"(2, 0)"
30129,lie_on,chair,lie.v.02,chair.n.01,take.v.34,chair.n.01,2,0,"(2, 0)"
34701,kick,sports_ball,kick.v.01,ball.n.01,uncross.v.01,ball.n.01,2,0,"(2, 0)"
27001,row,boat,row.v.01,boat.n.01,whisk.v.04,boat.n.01,2,0,"(2, 0)"
18604,kiss,horse,snog.v.01,horse.n.01,prim.v.02,horse.n.01,2,0,"(2, 0)"
30422,pour,bottle,decant.v.01,bottle.n.01,change_integrity.v.01,bottle.n.01,2,0,"(2, 0)"
8984,jump,skateboard,jump.v.01,skateboard.n.01,rush.v.05,skateboard.n.01,2,0,"(2, 0)"
32624,tie,boat,tie.v.01,boat.n.01,muster.v.01,boat.n.01,2,0,"(2, 0)"
23488,hug,suitcase,embrace.v.02,bag.n.06,nudge.v.01,bag.n.06,2,0,"(2, 0)"
26686,pet,cow,pet.v.01,cow.n.01,vet.v.04,cow.n.01,2,0,"(2, 0)"
17875,ride,horse,ride.v.01,horse.n.01,cruise.v.02,horse.n.01,2,0,"(2, 0)"
32021,stand_on,snowboard,stand.v.01,snowboard.n.01,move.v.07,snowboard.n.01,2,0,"(2, 0)"
24210,hold,tie,hold.v.02,necktie.n.01,propel.v.01,necktie.n.01,2,0,"(2, 0)"
1494,buy,pizza,buy.v.01,pizza.n.01,attract.v.01,pizza.n.01,2,0,"(2, 0)"
37848,dribble,sports_ball,dribble.v.03,ball.n.01,turn.v.10,ball.n.01,2,0,"(2, 0)"
16154,inspect,bicycle,inspect.v.01,bicycle.n.01,plan.v.03,bicycle.n.01,2,0,"(2, 0)"
15891,flip,skateboard,flip.v.04,skateboard.n.01,redeposit.v.02,skateboard.n.01,2,0,"(2, 0)"
1926,sit_at,dining_table,sit.v.01,dining_table.n.01,emplace.v.02,dining_table.n.01,2,0,"(2, 0)"
21868,push,bicycle,push.v.01,bicycle.n.01,port.v.04,bicycle.n.01,2,0,"(2, 0)"
35545,wash,bicycle,wash.v.03,bicycle.n.01,reduce.v.18,bicycle.n.01,2,0,"(2, 0)"
33723,hold,snowboard,hold.v.02,snowboard.n.01,check.v.18,snowboard.n.01,2,0,"(2, 0)"
32809,drive,bus,drive.v.01,bus.n.01,turn.v.17,bus.n.01,2,0,"(2, 0)"
36693,train,dog,coach.v.01,dog.n.01,analyze.v.03,dog.n.01,2,0,"(2, 0)"
2394,jump,horse,jump.v.01,horse.n.01,trot.v.03,horse.n.01,2,0,"(2, 0)"
25077,stand_on,skateboard,stand.v.01,skateboard.n.01,salute.v.05,skateboard.n.01,2,0,"(2, 0)"
15947,blow,cake,blow.v.01,cake.n.03,detonate.v.02,cake.n.03,2,0,"(2, 0)"
37092,throw,baseball_bat,throw.v.01,baseball_bat.n.01,shell.v.04,baseball_bat.n.01,2,0,"(2, 0)"
14586,walk,motorcycle,walk.v.09,motorcycle.n.01,foot.v.02,motorcycle.n.01,2,1,"(2, 1)"
7042,wash,boat,wash.v.03,boat.n.01,shrink.v.03,boat.n.01,2,1,"(2, 1)"
31485,hug,dog,embrace.v.02,dog.n.01,protect.v.01,dog.n.01,2,1,"(2, 1)"
1298,brush_with,toothbrush,brush.v.01,toothbrush.n.01,pluck.v.01,toothbrush.n.01,2,1,"(2, 1)"
15296,hold,knife,hold.v.02,knife.n.01,get.v.03,knife.n.01,2,1,"(2, 1)"
27228,turn,motorcycle,turn.v.04,motorcycle.n.01,drive.v.08,motorcycle.n.01,2,1,"(2, 1)"
10050,lie_on,couch,lie.v.02,sofa.n.01,hole_up.v.01,sofa.n.01,2,1,"(2, 1)"
35280,repair,bicycle,repair.v.01,bicycle.n.01,refracture.v.01,bicycle.n.01,2,1,"(2, 1)"
15992,open,bottle,open.v.01,bottle.n.01,unharness.v.01,bottle.n.01,2,1,"(2, 1)"
35031,repair,cell_phone,repair.v.01,cellular_telephone.n.01,g.i..v.01,cellular_telephone.n.01,2,1,"(2, 1)"
11643,hop_on,bicycle,hop_on.v.01,bicycle.n.01,foxhunt.v.01,bicycle.n.01,2,1,"(2, 1)"
27181,make,cake,make.v.15,cake.n.03,stucco.v.01,cake.n.03,2,1,"(2, 1)"
33740,cut,pizza,cut.v.01,pizza.n.01,hone.v.01,pizza.n.01,2,1,"(2, 1)"
17275,inspect,bench,inspect.v.01,bench.n.01,excerpt.v.01,bench.n.01,2,1,"(2, 1)"
10677,hold,horse,hold.v.02,horse.n.01,trigger.v.02,horse.n.01,2,1,"(2, 1)"
29757,inspect,bicycle,inspect.v.01,bicycle.n.01,dip_into.v.01,bicycle.n.01,2,1,"(2, 1)"
11761,inspect,cup,inspect.v.01,cup.n.01,pick.v.02,cup.n.01,2,1,"(2, 1)"
8295,drive,car,drive.v.01,car.n.01,work.v.21,car.n.01,2,1,"(2, 1)"
25703,kiss,dog,snog.v.01,dog.n.01,sleep_together.v.01,dog.n.01,2,1,"(2, 1)"
34836,hop_on,bicycle,hop_on.v.01,bicycle.n.01,hop_out.v.01,bicycle.n.01,2,1,"(2, 1)"
26538,feed,sheep,feed.v.01,sheep.n.01,bring_on.v.03,sheep.n.01,2,1,"(2, 1)"
10249,pick_up,skateboard,pick_up.v.02,skateboard.n.01,pack.v.04,skateboard.n.01,2,1,"(2, 1)"
17027,load,bus,load.v.01,bus.n.01,saddle.v.01,bus.n.01,2,1,"(2, 1)"
8469,drink_with,bottle,drink.v.01,bottle.n.01,feed.v.02,bottle.n.01,2,1,"(2, 1)"
32181,eat,broccoli,eat.v.01,broccoli.n.02,drug.v.01,broccoli.n.02,2,1,"(2, 1)"
37409,feed,elephant,feed.v.01,elephant.n.01,take_out.v.12,elephant.n.01,2,1,"(2, 1)"
21299,train,horse,coach.v.01,horse.n.01,assist.v.02,horse.n.01,2,1,"(2, 1)"
36746,jump,horse,jump.v.01,horse.n.01,climb.v.01,horse.n.01,2,1,"(2, 1)"
21703,spin,sports_ball,whirl.v.02,ball.n.01,roll_over.v.01,ball.n.01,2,1,"(2, 1)"
2647,open,backpack,open.v.01,backpack.n.01,unbind.v.01,backpack.n.01,2,1,"(2, 1)"
21057,sit_on,train,sit.v.01,train.n.01,picnic.v.01,train.n.01,2,1,"(2, 1)"
24524,inspect,bicycle,inspect.v.01,bicycle.n.01,search.v.01,bicycle.n.01,2,1,"(2, 1)"
36152,ride,boat,ride.v.01,boat.n.01,mountaineer.v.01,boat.n.01,2,1,"(2, 1)"
1452,lie_on,bench,lie.v.02,bench.n.01,nestle.v.02,bench.n.01,2,2,"(2, 2)"
28885,walk,motorcycle,walk.v.09,motorcycle.n.01,edge.v.01,motorcycle.n.01,2,2,"(2, 2)"
30091,carry,bicycle,transport.v.02,bicycle.n.01,route.v.01,bicycle.n.01,2,2,"(2, 2)"
26225,hug,cow,embrace.v.02,cow.n.01,cling_to.v.01,cow.n.01,2,2,"(2, 2)"
793,swing,baseball_bat,swing.v.01,baseball_bat.n.01,riposte.v.01,baseball_bat.n.01,2,2,"(2, 2)"
16611,sit_on,couch,sit.v.01,sofa.n.01,throne.v.01,sofa.n.01,2,2,"(2, 2)"
12396,lie_on,bed,lie.v.02,bed.n.01,rest.v.01,bed.n.01,2,2,"(2, 2)"
15505,text_on,cell_phone,message.v.03,cellular_telephone.n.01,semaphore.v.02,cellular_telephone.n.01,2,2,"(2, 2)"
22449,pick_up,suitcase,pick_up.v.02,bag.n.06,uplift.v.03,bag.n.06,2,2,"(2, 2)"
35967,load,airplane,load.v.01,airplane.n.01,stuff.v.01,airplane.n.01,2,2,"(2, 2)"
28242,open,umbrella,open.v.01,umbrella.n.01,unbar.v.01,umbrella.n.01,2,2,"(2, 2)"
4670,wash,toothbrush,wash.v.03,toothbrush.n.01,pipe-clay.v.01,toothbrush.n.01,2,2,"(2, 2)"
18656,carry,banana,transport.v.02,banana.n.02,sluice.v.03,banana.n.02,2,2,"(2, 2)"
31640,stand_on,skis,stand.v.01,ski.n.01,line_up.v.03,ski.n.01,2,2,"(2, 2)"
36099,repair,boat,repair.v.01,boat.n.01,regenerate.v.01,boat.n.01,2,2,"(2, 2)"
18593,tie,tie,tie.v.01,necktie.n.01,brooch.v.01,necktie.n.01,2,2,"(2, 2)"
8684,grind,skateboard,slide.v.03,skateboard.n.01,carom.v.02,skateboard.n.01,2,2,"(2, 2)"
11314,hold,hair_drier,hold.v.02,hand_blower.n.01,seize.v.02,hand_blower.n.01,2,2,"(2, 2)"
29181,kick,sports_ball,kick.v.01,ball.n.01,elbow.v.02,ball.n.01,2,2,"(2, 2)"
35182,jump,skis,jump.v.01,ski.n.01,bounce.v.03,ski.n.01,2,2,"(2, 2)"
35543,pick_up,skis,pick_up.v.02,ski.n.01,unhook.v.01,ski.n.01,2,2,"(2, 2)"
27089,direct,bus,steer.v.01,bus.n.01,align.v.01,bus.n.01,2,2,"(2, 2)"
26795,lick,fork,lick.v.02,fork.n.01,touch.v.01,fork.n.01,2,2,"(2, 2)"
10845,hold,laptop,hold.v.02,laptop.n.01,finger.v.01,laptop.n.01,2,2,"(2, 2)"
